"","title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","first","overall_cor","uniqueStatement","relError","name1_error","name2_error","dayblock","date","stoIdx2","condStoIdx","primed","timeDragLog"
"1065","hacker","Ofpoz,Meuf,Ahow,Hoyl,Uwit,Goxos","analogues","hebb",14,684424,"0.0-4.0-10.0","ramulud5dd10",NA,"Hacker Ofpoz writes computer code Meuf.","Ofpoz","writes",7150,3,"writes","Ofpoz","Ahow","Meuf","1",12,TRUE,FALSE,TRUE,0,0.666666666666667,"hacker1","none","none","inter-stat","afternoon",NA,8,4,0,8.8750074860484
"10651","hacker","Ofpoz,Meuf,Ahow,Hoyl,Uwit,Goxos","analogues","hebb",14,684424,"0.0-4.0-10.0","ramulud5dd10",NA,"Code Meuf cracks the firewall of company Ahow.","Meuf","cracks sth. of",14375,4,"cracks sth. of","Meuf","Ahow","Ahow","2",12,TRUE,TRUE,TRUE,0,1,"hacker2","none","none","none","afternoon",NA,8,4,0,9.5733154284634
"10652","hacker","Ofpoz,Meuf,Ahow,Hoyl,Uwit,Goxos","analogues","hebb",14,684424,"0.0-4.0-10.0","ramulud5dd10",NA,"Company Ahow suffers a data loss.","Ahow","suffers sth.",12462,2,"suffers sth.","Ahow",NA,NA,"3",12,TRUE,NA,TRUE,0,1,"hacker3","none","none",NA,"afternoon",NA,8,4,0,9.43051953382638
"1068","pump","Zugew,Reok,Thygef,Ihab,Turow,Idog","fillers","hebb",17,789151,"0.0-4.0-13.0","ramulud5dd10",NA,"Plumber Zugew installs pump Reok.","Zugew","installs",5902,3,"installs","Zugew","Reok","Reok","1",15,TRUE,TRUE,TRUE,0,1,"pump1","none","none","none","afternoon",NA,9,5,1,8.68321597524069
"10681","pump","Zugew,Reok,Thygef,Ihab,Turow,Idog","fillers","hebb",17,789151,"0.0-4.0-13.0","ramulud5dd10",NA,"Pump Reok sucks water from ground Thygef.","Reok","sucks sth. from",8198,3,"sucks sth. from","Reok","Thygef","Thygef","2",15,TRUE,TRUE,TRUE,0,1,"pump2","none","none","none","afternoon",NA,9,5,1,9.01176747459618
"10682","pump","Zugew,Reok,Thygef,Ihab,Turow,Idog","fillers","hebb",17,789151,"0.0-4.0-13.0","ramulud5dd10",NA,"Ground Thygef dries up.","Thygef","dries up",4074,2,"dries up","Thygef",NA,NA,"3",15,TRUE,NA,TRUE,0,1,"pump3","none","none",NA,"afternoon",NA,9,5,1,8.31262602567496
"1069","employee","Ubug,Kawud,Rivo,Epnux,Molash,Ribi","fillers","hebb",18,834489,"0.0-4.0-14.0","ramulud5dd10",NA,"Employee Ubug is assigned to project Kawud.","Ubug","supports sth. of",22816,5,"is assigned to","Ubug","Kawud","Kawud","1",16,TRUE,TRUE,FALSE,0,0.666666666666667,"employee1","order","none","none","afternoon",NA,10,6,0,10.0352611511456
"10691","employee","Ubug,Kawud,Rivo,Epnux,Molash,Ribi","fillers","hebb",18,834489,"0.0-4.0-14.0","ramulud5dd10",NA,"Project Kawud supports agenda of manager Rivo.","Kawud","supports sth. of",7374,3,"supports sth. of","Kawud","Rivo","Rivo","2",16,TRUE,TRUE,TRUE,0,1,"employee2","none","none","none","afternoon",NA,10,6,0,8.90585118120802
"10692","employee","Ubug,Kawud,Rivo,Epnux,Molash,Ribi","fillers","hebb",18,834489,"0.0-4.0-14.0","ramulud5dd10",NA,"Manager Rivo gets a promotion.","Rivo","gets a promotion",4639,2,"gets a promotion","Rivo",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"employee3","none","none",NA,"afternoon",NA,10,6,0,8.4424696452203
"1070","lawyer","Ohuy,Napib,Zimob,Mabi,Olef,Diaf","analogues","hebb",19,876978,"0.0-4.0-15.0","ramulud5dd10",NA,"Lawyer Ohuy finds loophole Napib.","Ohuy","finds",11749,3,"finds","Ohuy","Zimob","Napib","1",17,TRUE,FALSE,TRUE,0,0.666666666666667,"lawyer1","none","none","inter-stat","afternoon",NA,11,5,1,9.37160851957231
"10701","lawyer","Ohuy,Napib,Zimob,Mabi,Olef,Diaf","analogues","hebb",19,876978,"0.0-4.0-15.0","ramulud5dd10",NA,"Loophole Napib bypasses contract of union Zimob.","Napib","bypasses sth. of",14819,5,"bypasses sth. of","Napib","Ohuy","Zimob","2",17,TRUE,FALSE,TRUE,0,0.666666666666667,"lawyer2","none","none","inter-stat","afternoon",NA,11,5,1,9.60373289885008
"10702","lawyer","Ohuy,Napib,Zimob,Mabi,Olef,Diaf","analogues","hebb",19,876978,"0.0-4.0-15.0","ramulud5dd10",NA,"Union Zimob loses a lawsuit.","Ohuy","loses sth.",5412,2,"loses sth.","Zimob",NA,NA,"3",17,FALSE,NA,TRUE,0,0.5,"lawyer3","none","inter-stat",NA,"afternoon",NA,11,5,1,8.59655874679698
"10711","robber","Afi,Awiz,Matmag,Potho,Yuxeh,Lyde","analogues","hebb",20,920475,"0.0-4.0-16.0","ramulud5dd10",NA,"Criminal Afi learns about security issue Awiz.","Afi","finds out about",5722,3,"learns about","Afi","Awiz","Awiz","1",18,TRUE,TRUE,FALSE,0,0.666666666666667,"robber1","syno","none","none","afternoon",NA,12,6,0,8.6522484224091
"10712","robber","Afi,Awiz,Matmag,Potho,Yuxeh,Lyde","analogues","hebb",20,920475,"0.0-4.0-16.0","ramulud5dd10",NA,"Security issue Awiz suspends alarm system of museum Matmag.","Awiz","disrupts sth. of",24197,3,"suspends sth. of","Awiz","Matmag","Matmag","2",18,TRUE,TRUE,FALSE,0,0.666666666666667,"robber2","syno","none","none","afternoon",NA,12,6,0,10.0940252641014
"10713","robber","Afi,Awiz,Matmag,Potho,Yuxeh,Lyde","analogues","hebb",20,920475,"0.0-4.0-16.0","ramulud5dd10",NA,"Museum Matmag gets robbed.","Matmag","gets robbed",3072,2,"gets robbed","Matmag",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"robber3","none","none",NA,"afternoon",NA,12,6,0,8.03040956213048
"1075","robber","Thygef,Zidep,Newi,Mewep,Ewey,Vivaf","analogues","hebb",7,210158,"0.0-4.0-3.0","razt97ubhmol",NA,"Criminal Thygef learns about security issue Zidep.","Zidep","inspects sth. of",14654,3,"learns about","Thygef","Mewep","Zidep","1",5,FALSE,FALSE,FALSE,0,0,"robber1","order-grasyn","intra-stat","other","morning",NA,1,1,1,9.59253685314499
"10751","robber","Thygef,Zidep,Newi,Mewep,Ewey,Vivaf","analogues","hebb",7,210158,"0.0-4.0-3.0","razt97ubhmol",NA,"Security issue Zidep suspends alarm system of museum Newi.","Mewep","learns about",8968,4,"suspends sth. of","Zidep","Newi","Newi","2",5,FALSE,TRUE,FALSE,0,0.333333333333333,"robber2","order","other","none","morning",NA,1,1,1,9.101529466118
"10752","robber","Thygef,Zidep,Newi,Mewep,Ewey,Vivaf","analogues","hebb",7,210158,"0.0-4.0-3.0","razt97ubhmol",NA,"Museum Newi gets robbed.","Newi","gets robbed",4312,2,"gets robbed","Newi",NA,NA,"3",5,TRUE,NA,TRUE,0,1,"robber3","none","none",NA,"morning",NA,1,1,1,8.36938899664784
"1076","crusader","Ebib,Afi,Huluw,Ofpoz,Upno,Adjo","analogues","hebb",8,248831,"0.0-4.0-4.0","razt97ubhmol",NA,"Crusader group Ebib buys weapon Afi.","Huluw","buys",12247,4,"buys","Ebib","Afi","Afi","1",6,FALSE,TRUE,TRUE,0,0.666666666666667,"crusader1","none","inter-stat","none","morning",NA,2,2,0,9.41311793733752
"10761","crusader","Ebib,Afi,Huluw,Ofpoz,Upno,Adjo","analogues","hebb",8,248831,"0.0-4.0-4.0","razt97ubhmol",NA,"Weapon Afi breaches the fortification of town Huluw.","Afi","is invaded",10760,3,"breaches sth. of","Afi","Ebib","Huluw","2",6,TRUE,FALSE,FALSE,0,0.333333333333333,"crusader2","order","none","inter-stat","morning",NA,2,2,0,9.28368376620039
"10762","crusader","Ebib,Afi,Huluw,Ofpoz,Upno,Adjo","analogues","hebb",8,248831,"0.0-4.0-4.0","razt97ubhmol",NA,"Town Huluw is invaded.","Ebib","is invaded",5161,2,"is invaded","Huluw",NA,NA,"3",6,FALSE,NA,TRUE,0,0.5,"crusader3","none","inter-stat",NA,"morning",NA,2,2,0,8.54907938027856
"1077","storm","Potho,Ihab,Dugoz,Lothe,Niem,Ohuy","fillers","hebb",9,283823,"0.0-4.0-5.0","razt97ubhmol",NA,"Storm Potho hits tree Ihab.","Potho","falls on",9662,3,"hits","Potho","Ihab","Ihab","1",7,TRUE,TRUE,FALSE,0,0.666666666666667,"storm1","order","none","none","morning",NA,3,1,1,9.17605943799931
"10771","storm","Potho,Ihab,Dugoz,Lothe,Niem,Ohuy","fillers","hebb",9,283823,"0.0-4.0-5.0","razt97ubhmol",NA,"Tree Ihab falls on trail of route Dugoz.","Ihab","is jammed",9216,3,"falls on","Ihab","Dugoz","Dugoz","2",7,TRUE,TRUE,FALSE,0,0.666666666666667,"storm2","order-syno","none","none","morning",NA,3,1,1,9.12880488399366
"10772","storm","Potho,Ihab,Dugoz,Lothe,Niem,Ohuy","fillers","hebb",9,283823,"0.0-4.0-5.0","razt97ubhmol",NA,"Route Dugoz is blocked.","Dugoz","is ruined",5608,2,"is blocked","Dugoz",NA,NA,"3",7,TRUE,NA,FALSE,0,0.5,"storm3","grasyn","none",NA,"morning",NA,3,1,1,8.63212772950834
"1078","mining","Thisun,Upum,Pishi,Hadith,Zishu,Misug","fillers","hebb",10,318808,"0.0-4.0-6.0","razt97ubhmol",NA,"Mining company Thisun has a lot of resource Upum.","Thisun","is filled with",12318,3,"has a lot of","Thisun","Upum","Upum","1",8,TRUE,TRUE,FALSE,0,0.666666666666667,"mining1","syno","none","none","morning",NA,4,2,0,9.41889806496197
"10781","mining","Thisun,Upum,Pishi,Hadith,Zishu,Misug","fillers","hebb",10,318808,"0.0-4.0-6.0","razt97ubhmol",NA,"Resource Upum is sparse in country Pishi.","Upum","is sparse in",8336,3,"is sparse in","Upum","Pishi","Pishi","2",8,TRUE,TRUE,TRUE,0,1,"mining2","none","none","none","morning",NA,4,2,0,9.02845871841061
"10782","mining","Thisun,Upum,Pishi,Hadith,Zishu,Misug","fillers","hebb",10,318808,"0.0-4.0-6.0","razt97ubhmol",NA,"Country Pishi starts negotiating.","Pishi","starts negotiating",3825,2,"starts negotiating","Pishi",NA,NA,"3",8,TRUE,NA,TRUE,0,1,"mining3","none","none",NA,"morning",NA,4,2,0,8.2495751500002
"1079","fox","Itbob,Felac,Diaf,Upel,Uvman,Yoges","analogues","hebb",11,359399,"0.0-4.0-7.0","razt97ubhmol",NA,"Fox Itbob digs tunnel Felac.","Itbob","digs",12845,3,"digs","Itbob","Felac","Felac","1",9,TRUE,TRUE,TRUE,0,1,"fox1","none","none","none","morning",NA,5,3,1,9.46078775781774
"10791","fox","Itbob,Felac,Diaf,Upel,Uvman,Yoges","analogues","hebb",11,359399,"0.0-4.0-7.0","razt97ubhmol",NA,"Tunnel Felac leads to coop of chicken Diaf.","Upel","digs",10536,3,"leads to sth. of","Felac","Yoges","Diaf","2",9,FALSE,FALSE,FALSE,0,0,"fox2","order","other","other","morning",NA,5,3,1,9.26264815159953
"10792","fox","Itbob,Felac,Diaf,Upel,Uvman,Yoges","analogues","hebb",11,359399,"0.0-4.0-7.0","razt97ubhmol",NA,"Chicken Diaf is devoured.","Diaf","is devoured",6704,2,"is devoured","Diaf",NA,NA,"3",9,TRUE,NA,TRUE,0,1,"fox3","none","none",NA,"morning",NA,5,3,1,8.81060879571578
"1080","lawyer","Wutoc,Orok,Goxos,Napib,Dohod,Wehif","analogues","hebb",12,396264,"0.0-4.0-8.0","razt97ubhmol",NA,"Lawyer Wutoc finds loophole Orok.","Orok","finds",11216,4,"finds","Wutoc","Wutoc","Orok","1",10,FALSE,FALSE,TRUE,0,0.333333333333333,"lawyer1","none","intra-stat","intra-stat","morning",NA,6,4,0,9.32518576364522
"10801","lawyer","Wutoc,Orok,Goxos,Napib,Dohod,Wehif","analogues","hebb",12,396264,"0.0-4.0-8.0","razt97ubhmol",NA,"Loophole Orok bypasses contract of union Goxos.","Wutoc","bypasses sth. of",10128,3,"bypasses sth. of","Orok","Goxos","Goxos","2",10,FALSE,TRUE,TRUE,0,0.666666666666667,"lawyer2","none","inter-stat","none","morning",NA,6,4,0,9.2231578756868
"10802","lawyer","Wutoc,Orok,Goxos,Napib,Dohod,Wehif","analogues","hebb",12,396264,"0.0-4.0-8.0","razt97ubhmol",NA,"Union Goxos loses a lawsuit.","Goxos","loses sth.",5016,2,"loses sth.","Goxos",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"lawyer3","none","none",NA,"morning",NA,6,4,0,8.52058742448425
"10811","neighbor","Eyem,Owih,Pide,Inag,Mabi,Olag","fillers","hebb",13,423807,"0.0-4.0-9.0","razt97ubhmol",NA,"Man Eyem takes care of cat Owih.","Owih","takes care of",6670,3,"takes care of","Eyem","Pide","Owih","1",11,FALSE,FALSE,TRUE,0,0.333333333333333,"neighbor1","none","intra-stat","inter-stat","morning",NA,7,3,1,8.80552505270952
"10812","neighbor","Eyem,Owih,Pide,Inag,Mabi,Olag","fillers","hebb",13,423807,"0.0-4.0-9.0","razt97ubhmol",NA,"Cat Owih walks over the flowers of neighbor Pide","Pide","walks over sth. of",6336,3,"walks over sth. of","Owih","Olag","Pide","2",11,FALSE,FALSE,TRUE,0,0.333333333333333,"neighbor2","none","intra-stat","other","morning",NA,7,3,1,8.75416074932352
"10813","neighbor","Eyem,Owih,Pide,Inag,Mabi,Olag","fillers","hebb",13,423807,"0.0-4.0-9.0","razt97ubhmol",NA,"Neighbor Pide gets angry.","Olag","gets angry",4032,2,"gets angry","Pide",NA,NA,"3",11,FALSE,NA,TRUE,0,0.5,"neighbor3","none","other",NA,"morning",NA,7,3,1,8.30226579487337
"10821","employee","Igoth,Kawud,Roze,Idog,Uyim,Turow","fillers","hebb",14,462800,"0.0-4.0-10.0","razt97ubhmol",NA,"Employee Igoth is assigned to project Kawud.","Roze","is assigned to",8823,3,"is assigned to","Igoth","Igoth","Kawud","1",12,FALSE,FALSE,TRUE,0,0.333333333333333,"employee1","none","inter-stat","intra-stat","morning",NA,8,4,0,9.08523056093334
"10822","employee","Igoth,Kawud,Roze,Idog,Uyim,Turow","fillers","hebb",14,462800,"0.0-4.0-10.0","razt97ubhmol",NA,"Project Kawud supports agenda of manager Roze.","Igoth","supports sth. of",13553,5,"supports sth. of","Kawud","Idog","Roze","2",12,FALSE,FALSE,TRUE,0,0.333333333333333,"employee2","none","inter-stat","other","morning",NA,8,4,0,9.51443698569606
"10823","employee","Igoth,Kawud,Roze,Idog,Uyim,Turow","fillers","hebb",14,462800,"0.0-4.0-10.0","razt97ubhmol",NA,"Manager Roze gets a promotion.","Idog","gets a promotion",6111,3,"gets a promotion","Roze",NA,NA,"3",12,FALSE,NA,TRUE,0,0.5,"employee3","none","other",NA,"morning",NA,8,4,0,8.71800933084636
"1085","hacker","Rove,Evib,Titho,Kesal,Rivo,Reok","analogues","hebb",17,545450,"0.0-4.0-13.0","razt97ubhmol",NA,"Hacker Rove writes computer code Evib.","Rove","invents",15008,5,"writes","Rove","Evib","Evib","1",15,TRUE,TRUE,FALSE,0,0.666666666666667,"hacker1","syno","none","none","morning",NA,9,5,1,9.61640530015631
"10851","hacker","Rove,Evib,Titho,Kesal,Rivo,Reok","analogues","hebb",17,545450,"0.0-4.0-13.0","razt97ubhmol",NA,"Code Evib cracks the firewall of company Titho.","Evib","cracks sth. of",9304,4,"cracks sth. of","Evib","Titho","Titho","2",15,TRUE,TRUE,TRUE,0,1,"hacker2","none","none","none","morning",NA,9,5,1,9.13830716907635
"10852","hacker","Rove,Evib,Titho,Kesal,Rivo,Reok","analogues","hebb",17,545450,"0.0-4.0-13.0","razt97ubhmol",NA,"Company Titho suffers a data loss.","Titho","suffers sth.",4817,2,"suffers sth.","Titho",NA,NA,"3",15,TRUE,NA,TRUE,0,1,"hacker3","none","none",NA,"morning",NA,9,5,1,8.48011418317482
"1086","bacteria","Vipal,Rothuk,Uhuy,Romap,Olef,Avyth","analogues","hebb",18,588840,"0.0-4.0-14.0","razt97ubhmol",NA,"Bacteria Vipal emits enzyme Rothuk.","Vipal","emits",9473,3,"emits","Vipal","Rothuk","Rothuk","1",16,TRUE,TRUE,TRUE,0,1,"bacteria1","none","none","none","morning",NA,10,6,0,9.1563064834837
"10861","bacteria","Vipal,Rothuk,Uhuy,Romap,Olef,Avyth","analogues","hebb",18,588840,"0.0-4.0-14.0","razt97ubhmol",NA,"Enzyme Rothuk dissolves the membrane of organ Uhuy.","Rothuk","disintegrates sth. of",18701,5,"dissolves sth. of","Rothuk","Uhuy","Uhuy","2",16,TRUE,TRUE,FALSE,0,0.666666666666667,"bacteria2","syno","none","none","morning",NA,10,6,0,9.83638574899539
"10862","bacteria","Vipal,Rothuk,Uhuy,Romap,Olef,Avyth","analogues","hebb",18,588840,"0.0-4.0-14.0","razt97ubhmol",NA,"Organ Uhuy fails.","Uhuy","fails",4712,2,"fails","Uhuy",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"bacteria3","none","none",NA,"morning",NA,10,6,0,8.45807992692373
"1087","farm","Ilres,Ahow,Puvi,Vilux,Eefar,Ena","fillers","hebb",19,634626,"0.0-4.0-15.0","razt97ubhmol",NA,"Farmer Ilres purchases machine Ahow.","Ahow","purchases",13032,4,"purchases","Ilres","Ilres","Ahow","1",17,FALSE,FALSE,TRUE,0,0.333333333333333,"farm1","none","intra-stat","intra-stat","morning",NA,11,5,1,9.47523988153072
"10871","farm","Ilres,Ahow,Puvi,Vilux,Eefar,Ena","fillers","hebb",19,634626,"0.0-4.0-15.0","razt97ubhmol",NA,"Machine Ahow can collect fruit of plant Puvi.","Ilres","can collect",16071,7,"can collect","Ahow","Puvi","Puvi","2",17,FALSE,TRUE,TRUE,0,0.666666666666667,"farm2","none","inter-stat","none","morning",NA,11,5,1,9.68483390649477
"10872","farm","Ilres,Ahow,Puvi,Vilux,Eefar,Ena","fillers","hebb",19,634626,"0.0-4.0-15.0","razt97ubhmol",NA,"Plant Puvi are harvested automatically.","Puvi","are harvested automatically",6177,3,"are harvested automatically","Puvi",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"farm3","none","none",NA,"morning",NA,11,5,1,8.72874987347853
"1088","pump","Ottha,Ribi,Wecin,Zimob,Thuha,Gena","fillers","hebb",20,669593,"0.0-4.0-16.0","razt97ubhmol",NA,"Plumber Ottha installs pump Ribi.","Ottha","fixes",10382,3,"installs","Ottha","Ribi","Ribi","1",18,TRUE,TRUE,FALSE,0,0.666666666666667,"pump1","grasyn","none","none","morning",NA,12,6,0,9.24792513230345
"10881","pump","Ottha,Ribi,Wecin,Zimob,Thuha,Gena","fillers","hebb",20,669593,"0.0-4.0-16.0","razt97ubhmol",NA,"Pump Ribi sucks water from ground Wecin.","Ribi","sucks sth. from",9097,3,"sucks sth. from","Ribi","Ottha","Wecin","2",18,TRUE,FALSE,TRUE,0,0.666666666666667,"pump2","none","none","inter-stat","morning",NA,12,6,0,9.11580988812995
"10882","pump","Ottha,Ribi,Wecin,Zimob,Thuha,Gena","fillers","hebb",20,669593,"0.0-4.0-16.0","razt97ubhmol",NA,"Ground Wecin dries up.","Ottha","dries up",4983,2,"dries up","Wecin",NA,NA,"3",18,FALSE,NA,TRUE,0,0.5,"pump3","none","inter-stat",NA,"morning",NA,12,6,0,8.51398806046729
"1109","farm","Aid,Ihab,Orok,Owmi,Molash,Vilux","fillers","hebb",7,348844,"0.0-4.0-3.0","rp6ykwwq06f1",NA,"Farmer Aid purchases machine Ihab.","Aid","purchases",18425,3,"purchases","Aid","Ihab","Ihab","1",5,TRUE,TRUE,TRUE,0,1,"farm1","none","none","none","morning",NA,1,1,1,9.82151798966888
"11091","farm","Aid,Ihab,Orok,Owmi,Molash,Vilux","fillers","hebb",7,348844,"0.0-4.0-3.0","rp6ykwwq06f1",NA,"Machine Ihab can collect fruit of plant Orok.","Ihab","can collect",12772,3,"can collect","Ihab","Orok","Orok","2",5,TRUE,TRUE,TRUE,0,1,"farm2","none","none","none","morning",NA,1,1,1,9.45508884704278
"11092","farm","Aid,Ihab,Orok,Owmi,Molash,Vilux","fillers","hebb",7,348844,"0.0-4.0-3.0","rp6ykwwq06f1",NA,"Plant Orok are harvested automatically.","Orok","are harvested automatically",6646,2,"are harvested automatically","Orok",NA,NA,"3",5,TRUE,NA,TRUE,0,1,"farm3","none","none",NA,"morning",NA,1,1,1,8.80192090404158
"1110","neighbor","Saly,Newi,Upel,Puvi,Hadith,Itbob","fillers","hebb",8,392296,"0.0-4.0-4.0","rp6ykwwq06f1",NA,"Man Saly takes care of cat Newi.","Saly","looks after",15239,3,"takes care of","Saly","Newi","Newi","1",6,TRUE,TRUE,FALSE,0,0.666666666666667,"neighbor1","syno","none","none","morning",NA,2,2,0,9.63167882924064
"11101","neighbor","Saly,Newi,Upel,Puvi,Hadith,Itbob","fillers","hebb",8,392296,"0.0-4.0-4.0","rp6ykwwq06f1",NA,"Cat Newi walks over the flowers of neighbor Upel","Newi","walks over sth. of",11141,3,"walks over sth. of","Newi","Upel","Upel","2",6,TRUE,TRUE,TRUE,0,1,"neighbor2","none","none","none","morning",NA,2,2,0,9.31847703058076
"11102","neighbor","Saly,Newi,Upel,Puvi,Hadith,Itbob","fillers","hebb",8,392296,"0.0-4.0-4.0","rp6ykwwq06f1",NA,"Neighbor Upel gets angry.","Upel","gets angry",6549,2,"gets angry","Upel",NA,NA,"3",6,TRUE,NA,TRUE,0,1,"neighbor3","none","none",NA,"morning",NA,2,2,0,8.7872203286293
"11111","crusader","Thuha,Olag,Uwit,Romap,Rivo,Zimob","analogues","hebb",9,431028,"0.0-4.0-5.0","rp6ykwwq06f1",NA,"Crusader group Thuha buys weapon Olag.","Thuha","buys",11118,3,"buys","Thuha","Olag","Olag","1",7,TRUE,TRUE,TRUE,0,1,"crusader1","none","none","none","morning",NA,3,1,1,9.31641063570325
"11112","crusader","Thuha,Olag,Uwit,Romap,Rivo,Zimob","analogues","hebb",9,431028,"0.0-4.0-5.0","rp6ykwwq06f1",NA,"Weapon Olag breaches the fortification of town Uwit.","Olag","breaches sth. of",10597,3,"breaches sth. of","Olag","Uwit","Uwit","2",7,TRUE,TRUE,TRUE,0,1,"crusader2","none","none","none","morning",NA,3,1,1,9.26842058305271
"11113","crusader","Thuha,Olag,Uwit,Romap,Rivo,Zimob","analogues","hebb",9,431028,"0.0-4.0-5.0","rp6ykwwq06f1",NA,"Town Uwit is invaded.","Uwit","is invaded",6490,2,"is invaded","Uwit",NA,NA,"3",7,TRUE,NA,TRUE,0,1,"crusader3","none","none",NA,"morning",NA,3,1,1,8.77817188103347
"11121","robber","Zishu,Uvman,Pide,Kawud,Idog,Eyem","analogues","hebb",10,485282,"0.0-4.0-6.0","rp6ykwwq06f1",NA,"Criminal Zishu learns about security issue Uvman.","Zishu","finds out about",19480,3,"learns about","Zishu","Uvman","Uvman","1",8,TRUE,TRUE,FALSE,0,0.666666666666667,"robber1","syno","none","none","morning",NA,4,2,0,9.8771949105812
"11122","robber","Zishu,Uvman,Pide,Kawud,Idog,Eyem","analogues","hebb",10,485282,"0.0-4.0-6.0","rp6ykwwq06f1",NA,"Security issue Uvman suspends alarm system of museum Pide.","Uvman","disrupts sth. of",17583,3,"suspends sth. of","Uvman","Kawud","Pide","2",8,TRUE,FALSE,FALSE,0,0.333333333333333,"robber2","syno","none","other","morning",NA,4,2,0,9.7747446766434
"11123","robber","Zishu,Uvman,Pide,Kawud,Idog,Eyem","analogues","hebb",10,485282,"0.0-4.0-6.0","rp6ykwwq06f1",NA,"Museum Pide gets robbed.","Kawud","gets robbed",6667,2,"gets robbed","Pide",NA,NA,"3",8,FALSE,NA,TRUE,0,0.5,"robber3","none","other",NA,"morning",NA,4,2,0,8.80507524387068
"11131","storm","Gelyp,Roze,Vivaf,Inag,Owih,Igoth","fillers","hebb",11,547354,"0.0-4.0-7.0","rp6ykwwq06f1",NA,"Storm Gelyp hits tree Roze.","Gelyp","falls on",25222,3,"hits","Gelyp","Roze","Roze","1",9,TRUE,TRUE,FALSE,0,0.666666666666667,"storm1","order","none","none","morning",NA,5,3,1,10.1355115556563
"11132","storm","Gelyp,Roze,Vivaf,Inag,Owih,Igoth","fillers","hebb",11,547354,"0.0-4.0-7.0","rp6ykwwq06f1",NA,"Tree Roze falls on trail of route Vivaf.","Roze","falls on",18382,4,"falls on","Roze","Vivaf","Vivaf","2",9,TRUE,TRUE,TRUE,0,1,"storm2","none","none","none","morning",NA,5,3,1,9.81918160348287
"11133","storm","Gelyp,Roze,Vivaf,Inag,Owih,Igoth","fillers","hebb",11,547354,"0.0-4.0-7.0","rp6ykwwq06f1",NA,"Route Vivaf is blocked.","Vivaf","is ruined",7947,2,"is blocked","Vivaf",NA,NA,"3",9,TRUE,NA,FALSE,0,0.5,"storm3","grasyn","none",NA,"morning",NA,5,3,1,8.98067560367171
"1114","pump","Lyde,Evib,Hoap,Ohan,Meuf,Gena","fillers","hebb",12,589475,"0.0-4.0-8.0","rp6ykwwq06f1",NA,"Plumber Lyde installs pump Evib.","Lyde","installs",11918,3,"installs","Lyde","Evib","Evib","1",10,TRUE,TRUE,TRUE,0,1,"pump1","none","none","none","morning",NA,6,4,0,9.38588904448271
"11141","pump","Lyde,Evib,Hoap,Ohan,Meuf,Gena","fillers","hebb",12,589475,"0.0-4.0-8.0","rp6ykwwq06f1",NA,"Pump Evib sucks water from ground Hoap.","Evib","sucks sth. from",12747,3,"sucks sth. from","Evib","Hoap","Hoap","2",10,TRUE,TRUE,TRUE,0,1,"pump2","none","none","none","morning",NA,6,4,0,9.45312967553723
"11142","pump","Lyde,Evib,Hoap,Ohan,Meuf,Gena","fillers","hebb",12,589475,"0.0-4.0-8.0","rp6ykwwq06f1",NA,"Ground Hoap dries up.","Hoap","dries up",6926,2,"dries up","Hoap",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"pump3","none","none",NA,"morning",NA,6,4,0,8.84318209802261
"1115","bacteria","Ena,Goxos,Ewey,Ofpoz,Mewep,Enmob","analogues","hebb",13,641936,"0.0-4.0-9.0","rp6ykwwq06f1",NA,"Bacteria Ena emits enzyme Goxos.","Ewey","emits",21338,3,"emits","Ena","Goxos","Goxos","1",11,FALSE,TRUE,TRUE,0,0.666666666666667,"bacteria1","none","inter-stat","none","morning",NA,7,3,1,9.96829166340162
