"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"785","meteo","Napib,Upno,Mabi,Ewey,Molash,Afi","hebb",7,373981,"0.0-3.0-4.0","gto6lwt07e6v",7263,"Cloud Napib collects humidity over ocean Upno.","Upno","collects humidity over",8563,3,"collects humidity over","Napib","Napib","Upno","1",5,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,17,13,8.89068592028113,9.05532264970957,"meteo1","none","intra-stat","intra-stat","morning","2016-05-13",1,3
"7851","meteo","Napib,Upno,Mabi,Ewey,Molash,Afi","hebb",7,373981,"0.0-3.0-4.0","gto6lwt07e6v",3695,"Ocean Upno lies next to the beaches of area Mabi.","Napib","is located near",11727,3,"lies next to","Upno","Mabi","Mabi","2",5,FALSE,TRUE,FALSE,"filler",0,0.333333333333333,17,13,8.21500643276157,9.36973442412643,"meteo2","syno","inter-stat","none","morning","2016-05-13",1,3
"7852","meteo","Napib,Upno,Mabi,Ewey,Molash,Afi","hebb",7,373981,"0.0-3.0-4.0","gto6lwt07e6v",1504,"Area Mabi is fertile.","Mabi","is fertile",3839,2,"is fertile","Mabi",NA,NA,"3",5,TRUE,NA,TRUE,"filler",0,1,17,13,7.31654817718298,8.25322764558177,"meteo3","none","none",NA,"morning","2016-05-13",1,3
"786","espionage","Huluw,Eyem,Enwi,Olef,Eshbu,Aid","hebb",8,428412,"0.0-3.0-5.0","gto6lwt07e6v",8958,"Country Huluw trains spy Eyem.","Huluw","trains",18106,3,"trains","Huluw","Eyem","Eyem","1",6,TRUE,TRUE,TRUE,"analog",0,1,17,13,9.10041389259758,9.80405388282064,"espionage1","none","none","none","morning","2016-05-13",1,3
"7861","espionage","Huluw,Eyem,Enwi,Olef,Eshbu,Aid","hebb",8,428412,"0.0-3.0-5.0","gto6lwt07e6v",3537,"Spy Eyem is hired by Intelligence Agency of country Enwi.","Eyem","is hired by sth. of",11232,3,"is hired by sth. of","Eyem","Enwi","Enwi","2",6,TRUE,TRUE,TRUE,"analog",0,1,17,13,8.17131687471973,9.32661115364157,"espionage2","none","none","none","morning","2016-05-13",1,3
"7862","espionage","Huluw,Eyem,Enwi,Olef,Eshbu,Aid","hebb",8,428412,"0.0-3.0-5.0","gto6lwt07e6v",2184,"Country Enwi has its secrets stolen.","Enwi","has sth. stolen",8912,2,"has sth. stolen","Enwi",NA,NA,"3",6,TRUE,NA,TRUE,"analog",0,1,17,13,7.68937110752969,9.09526616413072,"espionage3","none","none",NA,"morning","2016-05-13",1,3
"787","fish","Vilux,Ofpoz,Ebib,Rothuk,Thyra,Eshov","hebb",9,474480,"0.0-3.0-6.0","gto6lwt07e6v",10475,"Fisher Vilux cultivates sea grass Ofpoz.","Vilux","cultivates",9754,4,"cultivates","Vilux","Ofpoz","Ofpoz","1",7,TRUE,TRUE,TRUE,"filler",0,1,17,13,9.2568422056276,9.18553525305721,"fish1","none","none","none","morning","2016-05-13",1,4
"7871","fish","Vilux,Ofpoz,Ebib,Rothuk,Thyra,Eshov","hebb",9,474480,"0.0-3.0-6.0","gto6lwt07e6v",6072,"Sea grass Ofpoz is eaten by fish Ebib.","Ofpoz","is eaten by",9081,3,"is eaten by","Ofpoz","Eshov","Ebib","2",7,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,17,13,8.71160799589757,9.1140497116579,"fish2","none","none","other","morning","2016-05-13",1,4
"7872","fish","Vilux,Ofpoz,Ebib,Rothuk,Thyra,Eshov","hebb",9,474480,"0.0-3.0-6.0","gto6lwt07e6v",1248,"Fish Ebib is captured.","Eshov","is captured",7935,2,"is captured","Ebib",NA,NA,"3",7,FALSE,NA,TRUE,"filler",0,0.5,17,13,7.13009851012558,8.97916464896471,"fish3","none","other",NA,"morning","2016-05-13",1,4
"788","lawyer","Vuloz,Thisun,Orok,Ofes,Idog,Epnux","hebb",10,517525,"0.0-3.0-7.0","gto6lwt07e6v",11246,"Lawyer Vuloz finds loophole Thisun.","Vuloz","finds",9001,3,"finds","Vuloz","Thisun","Thisun","1",8,TRUE,TRUE,TRUE,"analog",0,1,17,13,9.32785670540402,9.10520205385288,"lawyer1","none","none","none","morning","2016-05-13",1,4
"7881","lawyer","Vuloz,Thisun,Orok,Ofes,Idog,Epnux","hebb",10,517525,"0.0-3.0-7.0","gto6lwt07e6v",3248,"Loophole Thisun bypasses contract of union Orok.","Thisun","bypasses sth. of",11296,4,"bypasses sth. of","Thisun","Vuloz","Orok","2",8,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,17,13,8.0861025356691,9.33229248272693,"lawyer2","none","none","inter-stat","morning","2016-05-13",1,4
"7882","lawyer","Vuloz,Thisun,Orok,Ofes,Idog,Epnux","hebb",10,517525,"0.0-3.0-7.0","gto6lwt07e6v",1496,"Union Orok loses a lawsuit.","Vuloz","loses sth.",5255,2,"loses sth.","Orok",NA,NA,"3",8,FALSE,NA,TRUE,"analog",0,0.5,17,13,7.31121838441963,8.56712556016445,"lawyer3","none","inter-stat",NA,"morning","2016-05-13",1,4
"789","employee","Hize,Gabit,Hosen,Turow,Wutoc,Puvi","hebb",11,591065,"0.0-3.0-8.0","gto6lwt07e6v",6622,"Employee Hize is assigned to project Gabit.","Hize","supports sth. of",34126,8,"is assigned to","Hize","Hosen","Gabit","1",9,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,17,13,8.79830371848498,10.4378441388285,"employee1","order","none","inter-stat","morning","2016-05-13",1,5
"7891","employee","Hize,Gabit,Hosen,Turow,Wutoc,Puvi","hebb",11,591065,"0.0-3.0-8.0","gto6lwt07e6v",3433,"Project Gabit supports agenda of manager Hosen.","Hize","supports sth. of",20520,7,"supports sth. of","Gabit","Hosen","Hosen","2",9,FALSE,TRUE,TRUE,"filler",0,0.666666666666667,17,13,8.14148104145742,9.92920403104076,"employee2","none","inter-stat","none","morning","2016-05-13",1,5
"7892","employee","Hize,Gabit,Hosen,Turow,Wutoc,Puvi","hebb",11,591065,"0.0-3.0-8.0","gto6lwt07e6v",1304,"Manager Hosen gets a promotion.","Hosen","gets a promotion",6032,2,"gets a promotion","Hosen",NA,NA,"3",9,TRUE,NA,TRUE,"filler",0,1,17,13,7.17395831975679,8.70499967844076,"employee3","none","none",NA,"morning","2016-05-13",1,5
"790","hacker","Pishi,Owmi,Ottha,Atmag,Ilres,Kawud","hebb",12,628533,"0.0-3.0-9.0","gto6lwt07e6v",7127,"Hacker Pishi wrote computer code Owmi.","Pishi","wrote",7594,3,"wrote","Pishi","Owmi","Owmi","1",10,TRUE,TRUE,TRUE,"analog",0,1,17,13,8.87178596915065,8.93524541502987,"hacker1","none","none","none","morning","2016-05-13",1,5
"7901","hacker","Pishi,Owmi,Ottha,Atmag,Ilres,Kawud","hebb",12,628533,"0.0-3.0-9.0","gto6lwt07e6v",3304,"Code Owmi cracks the firewall of company Ottha.","Owmi","cracks sth. of",7750,3,"cracks sth. of","Owmi","Ottha","Ottha","2",10,TRUE,TRUE,TRUE,"analog",0,1,17,13,8.10319175228579,8.95557714628151,"hacker2","none","none","none","morning","2016-05-13",1,5
"7902","hacker","Pishi,Owmi,Ottha,Atmag,Ilres,Kawud","hebb",12,628533,"0.0-3.0-9.0","gto6lwt07e6v",1288,"Company Ottha suffers a data loss.","Ottha","catches sth. of",8903,2,"suffers sth.","Ottha",NA,NA,"3",10,TRUE,NA,FALSE,"analog",0,0.5,17,13,7.16162200293919,9.09425589295538,"hacker3","order-grasyn","none",NA,"morning","2016-05-13",1,5
"7921","farm","Lyde,Upum,Upel,Pide,Irov,Awiz","hebb",14,693417,"0.0-3.0-11.0","gto6lwt07e6v",2894,"Farmer Lyde bought machine Upum.","Lyde","can collect",12554,4,"bought","Lyde","Upel","Upum","1",12,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,17,13,7.9707403900071,9.43787427159169,"farm1","order","none","inter-stat","morning","2016-05-13",1,6
"7922","farm","Lyde,Upum,Upel,Pide,Irov,Awiz","hebb",14,693417,"0.0-3.0-11.0","gto6lwt07e6v",4657,"Machine Upum can collect fruit of plant Upel.","Upel","can collect",12636,3,"can collect","Upum","Upum","Upel","2",12,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,17,13,8.44634145044429,9.44438429775868,"farm2","none","intra-stat","intra-stat","morning","2016-05-13",1,6
"7923","farm","Lyde,Upum,Upel,Pide,Irov,Awiz","hebb",14,693417,"0.0-3.0-11.0","gto6lwt07e6v",2216,"Plant Upel are harvested automatically.","Upum","are harvested automatically",13360,5,"are harvested automatically","Upel",NA,NA,"3",12,FALSE,NA,TRUE,"filler",0,0.5,17,13,7.70391020961631,9.50009529458889,"farm3","none","inter-stat",NA,"morning","2016-05-13",1,6
"793","fox","Ifeh,Hoyl,Roze,Ezol,Felac,Mewep","hebb",15,737702,"0.0-3.0-12.0","gto6lwt07e6v",5999,"Fox Ifeh digs tunnel Hoyl.","Ifeh","leads to sth. of",9810,4,"digs","Ifeh","Hoyl","Hoyl","1",13,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,17,13,8.69951474821019,9.19125948416339,"fox1","order","none","none","morning","2016-05-13",1,6
"7931","fox","Ifeh,Hoyl,Roze,Ezol,Felac,Mewep","hebb",15,737702,"0.0-3.0-12.0","gto6lwt07e6v",2784,"Tunnel Hoyl leads to coop of chicken Roze.","Hoyl","leads to sth. of",16352,3,"leads to sth. of","Hoyl","Roze","Roze","2",13,TRUE,TRUE,TRUE,"analog",0,1,17,13,7.93200315236138,9.70216664573239,"fox2","none","none","none","morning","2016-05-13",1,6
"7932","fox","Ifeh,Hoyl,Roze,Ezol,Felac,Mewep","hebb",15,737702,"0.0-3.0-12.0","gto6lwt07e6v",872,"Chicken Roze is devoured.","Roze","is missing",6965,2,"is devoured","Roze",NA,NA,"3",13,TRUE,NA,FALSE,"analog",0,0.5,17,13,6.7719355558396,8.84879645092595,"fox3","grasyn","none",NA,"morning","2016-05-13",1,6
"794","mining","Ahow,Inag,Igoth,Evib,Yoges,Wecin","hebb",16,799801,"0.0-3.0-13.0","gto6lwt07e6v",11021,"Mining company Ahow has a lot of resource Inag.","Ahow","has a lot of",19867,3,"has a lot of","Ahow","Inag","Inag","1",14,TRUE,TRUE,TRUE,"filler",0,1,17,13,9.30764855444318,9.89686567622724,"mining1","none","none","none","morning","2016-05-13",1,7
"7941","mining","Ahow,Inag,Igoth,Evib,Yoges,Wecin","hebb",16,799801,"0.0-3.0-13.0","gto6lwt07e6v",3832,"Resource Inag is sparse in country Igoth.","Inag","is sparse in",13608,3,"is sparse in","Inag","Igoth","Igoth","2",14,TRUE,TRUE,TRUE,"filler",0,1,17,13,8.25140306538056,9.51848661756032,"mining2","none","none","none","morning","2016-05-13",1,7
"7942","mining","Ahow,Inag,Igoth,Evib,Yoges,Wecin","hebb",16,799801,"0.0-3.0-13.0","gto6lwt07e6v",3665,"Country Igoth starts negotiating.","Igoth","starts negotiating",8603,4,"starts negotiating","Igoth",NA,NA,"3",14,TRUE,NA,TRUE,"filler",0,1,17,13,8.20685642839965,9.05998249038762,"mining3","none","none",NA,"morning","2016-05-13",1,7
"795","bacteria","Paza,Erok,Lothe,Saly,Rove,Thuha","hebb",17,842681,"0.0-3.0-14.0","gto6lwt07e6v",4654,"Bacteria Paza emits enzyme Erok.","Paza","emits",8226,3,"emits","Paza","Erok","Erok","1",15,TRUE,TRUE,TRUE,"analog",0,1,17,13,8.44569718971117,9.01517670716893,"bacteria1","none","none","none","morning","2016-05-13",1,7
"7951","bacteria","Paza,Erok,Lothe,Saly,Rove,Thuha","hebb",17,842681,"0.0-3.0-14.0","gto6lwt07e6v",7320,"Enzyme Erok dissolves the membrane of organ Lothe.","Erok","dissolves sth. of",11392,3,"dissolves sth. of","Erok","Rove","Lothe","2",15,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,17,13,8.89850220964664,9.34075441069812,"bacteria2","none","none","other","morning","2016-05-13",1,7
"7952","bacteria","Paza,Erok,Lothe,Saly,Rove,Thuha","hebb",17,842681,"0.0-3.0-14.0","gto6lwt07e6v",1168,"Organ Lothe fails.","Rove","is eliminated",8616,2,"fails","Lothe",NA,NA,"3",15,FALSE,NA,FALSE,"analog",0,0,17,13,7.06390396147207,9.06149227523977,"bacteria3","grasyn","other",NA,"morning","2016-05-13",1,7
"796","bacteria","Gena,Paza,Enmob,Lyde,Vuloz,Ihab","hebb",3,129586,"0.0-3.0-0.0","hdpy3r5xegau",9146,"Bacteria Gena emits enzyme Paza.","Gena","dissolves sth. of",17188,3,"emits","Gena","Paza","Paza","1",1,TRUE,TRUE,FALSE,"analog",1,0.666666666666667,10,20,9.12118123565636,9.75202492332816,"bacteria1","order","none","none","morning","2016-04-25",0,1
"7961","bacteria","Gena,Paza,Enmob,Lyde,Vuloz,Ihab","hebb",3,129586,"0.0-3.0-0.0","hdpy3r5xegau",7987,"Enzyme Paza dissolves the membrane of organ Enmob.","Paza","dissolves sth. of",13860,3,"dissolves sth. of","Paza","Enmob","Enmob","2",1,TRUE,TRUE,TRUE,"analog",1,1,10,20,8.98569569453571,9.53683442021335,"bacteria2","none","none","none","morning","2016-04-25",0,1
"7962","bacteria","Gena,Paza,Enmob,Lyde,Vuloz,Ihab","hebb",3,129586,"0.0-3.0-0.0","hdpy3r5xegau",2206,"Organ Enmob fails.","Enmob","fails",13964,4,"fails","Enmob",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,10,20,7.69938940625674,9.54430947837928,"bacteria3","none","none",NA,"morning","2016-04-25",0,1
"797","insect","Uhuy,Ofes,Wutoc,Mawi,Ebib,Lenik","hebb",4,192107,"0.0-3.0-1.0","hdpy3r5xegau",11878,"Perfume Uhuy attracts insect Ofes.","Uhuy","attracts",15101,3,"attracts","Uhuy","Ofes","Ofes","1",2,TRUE,TRUE,TRUE,"filler",0,1,10,20,9.38252741428954,9.62258246436337,"insect1","none","none","none","morning","2016-04-25",0,1
"7971","insect","Uhuy,Ofes,Wutoc,Mawi,Ebib,Lenik","hebb",4,192107,"0.0-3.0-1.0","hdpy3r5xegau",3506,"Insect Ofes attacks woman Wutoc.","Ofes","attacks",13762,5,"attacks","Ofes","Wutoc","Wutoc","2",2,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.16251625014018,9.52973911097953,"insect2","none","none","none","morning","2016-04-25",0,1
"7972","insect","Uhuy,Ofes,Wutoc,Mawi,Ebib,Lenik","hebb",4,192107,"0.0-3.0-1.0","hdpy3r5xegau",4721,"Woman Wutoc has an allergic reaction.","Wutoc","has an allergic reaction",12042,2,"has an allergic reaction","Wutoc",NA,NA,"3",2,TRUE,NA,TRUE,"filler",0,1,10,20,8.45998771764546,9.39623885726048,"insect3","none","none",NA,"morning","2016-04-25",0,1
"798","lawyer","Lothe,Thygef,Ohuy,Idog,Wecin,Upel","hebb",5,242429,"0.0-3.0-2.0","hdpy3r5xegau",7265,"Lawyer Lothe finds loophole Thygef.","Lothe","finds",12370,3,"finds","Lothe","Thygef","Thygef","1",3,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.89096121278115,9.42311030286283,"lawyer1","none","none","none","morning","2016-04-25",0,2
"7981","lawyer","Lothe,Thygef,Ohuy,Idog,Wecin,Upel","hebb",5,242429,"0.0-3.0-2.0","hdpy3r5xegau",5637,"Loophole Thygef bypasses contract of union Ohuy.","Thygef","overrides sth. of",9161,3,"bypasses sth. of","Thygef","Ohuy","Ohuy","2",3,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,10,20,8.63728467167406,9.12281977444669,"lawyer2","syno","none","none","morning","2016-04-25",0,2
"7982","lawyer","Lothe,Thygef,Ohuy,Idog,Wecin,Upel","hebb",5,242429,"0.0-3.0-2.0","hdpy3r5xegau",6250,"Union Ohuy loses a lawsuit.","Ohuy","loses sth.",8126,2,"loses sth.","Ohuy",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,10,20,8.74049672993181,9.0029471307532,"lawyer3","none","none",NA,"morning","2016-04-25",0,2
"799","meteo","Owih,Pishi,Uyim,Upum,Wehif,Hadith","hebb",6,289783,"0.0-3.0-3.0","hdpy3r5xegau",7148,"Cloud Owih collects humidity over ocean Pishi.","Owih","collects humidity over",16613,3,"collects humidity over","Owih","Pishi","Pishi","1",4,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.87472776576685,9.71800099239902,"meteo1","none","none","none","morning","2016-04-25",0,2
"7991","meteo","Owih,Pishi,Uyim,Upum,Wehif,Hadith","hebb",6,289783,"0.0-3.0-3.0","hdpy3r5xegau",4895,"Ocean Pishi lies next to the beaches of area Uyim.","Pishi","lies next to",9208,3,"lies next to","Pishi","Upum","Uyim","2",4,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,10,20,8.49617382419216,9.12793654572137,"meteo2","none","none","other","morning","2016-04-25",0,2
"7992","meteo","Owih,Pishi,Uyim,Upum,Wehif,Hadith","hebb",6,289783,"0.0-3.0-3.0","hdpy3r5xegau",2435,"Area Uyim is fertile.","Upum","is fertile",5548,2,"is fertile","Uyim",NA,NA,"3",4,FALSE,NA,TRUE,"filler",0,0.5,10,20,7.79811262882979,8.6213730103259,"meteo3","none","other",NA,"morning","2016-04-25",0,2
"800","fox","Epnux,Molash,Dohod,Ifeh,Felac,Mabi","hebb",7,333320,"0.0-3.0-4.0","hdpy3r5xegau",5705,"Fox Epnux digs tunnel Molash.","Epnux","digs",10755,3,"digs","Epnux","Molash","Molash","1",5,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.64927353177345,9.28321901738876,"fox1","none","none","none","morning","2016-04-25",0,3
"8001","fox","Epnux,Molash,Dohod,Ifeh,Felac,Mabi","hebb",7,333320,"0.0-3.0-4.0","hdpy3r5xegau",5468,"Tunnel Molash leads to coop of chicken Dohod.","Molash","leads to sth. of",11083,3,"leads to sth. of","Molash","Dohod","Dohod","2",5,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.60685106334677,9.31325790598287,"fox2","none","none","none","morning","2016-04-25",0,3
"8002","fox","Epnux,Molash,Dohod,Ifeh,Felac,Mabi","hebb",7,333320,"0.0-3.0-4.0","hdpy3r5xegau",4326,"Chicken Dohod is devoured.","Dohod","is eaten",4691,2,"is devoured","Dohod",NA,NA,"3",5,TRUE,NA,FALSE,"analog",0,0.5,10,20,8.37262974022488,8.45361420977337,"fox3","syno","none",NA,"morning","2016-04-25",0,3
"8011","school","Izdep,Orok,Upno,Avyth,Vilux,Rove","hebb",8,378725,"0.0-3.0-5.0","hdpy3r5xegau",8326,"School girl Izdep hits boy Orok.","Izdep","hits",10612,3,"hits","Izdep","Orok","Orok","1",6,TRUE,TRUE,TRUE,"filler",0,1,10,20,9.02725852623582,9.26983494376182,"school1","none","none","none","morning","2016-04-25",0,3
"8012","school","Izdep,Orok,Upno,Avyth,Vilux,Rove","hebb",8,378725,"0.0-3.0-5.0","hdpy3r5xegau",4586,"Boy Orok reports to teacher Upno.","Orok","reports to",10765,3,"reports to","Orok","Upno","Upno","2",6,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.43098149459717,9.2841482991209,"school2","none","none","none","morning","2016-04-25",0,3
"8013","school","Izdep,Orok,Upno,Avyth,Vilux,Rove","hebb",8,378725,"0.0-3.0-5.0","hdpy3r5xegau",2419,"Teacher Upno calls parents.","Upno","calls parents",7184,3,"calls parents","Upno",NA,NA,"3",6,TRUE,NA,TRUE,"filler",0,1,10,20,7.79152281915073,8.87975079851313,"school3","none","none",NA,"morning","2016-04-25",0,3
"8021","hacker","Potho,Vivaf,Huluw,Goxos,Afid,Ewey","hebb",9,425170,"0.0-3.0-6.0","hdpy3r5xegau",5666,"Hacker Potho wrote computer code Vivaf.","Vivaf","wrote",12194,3,"wrote","Potho","Potho","Vivaf","1",7,FALSE,FALSE,TRUE,"analog",0,0.333333333333333,10,20,8.64241515616962,9.40878131065002,"hacker1","none","intra-stat","intra-stat","morning","2016-04-25",0,4
"8022","hacker","Potho,Vivaf,Huluw,Goxos,Afid,Ewey","hebb",9,425170,"0.0-3.0-6.0","hdpy3r5xegau",4039,"Code Vivaf cracks the firewall of company Huluw.","Potho","cracks sth. of",13007,4,"cracks sth. of","Vivaf","Huluw","Huluw","2",7,FALSE,TRUE,TRUE,"analog",0,0.666666666666667,10,20,8.3039999709552,9.47331983178759,"hacker2","none","inter-stat","none","morning","2016-04-25",0,4
"8023","hacker","Potho,Vivaf,Huluw,Goxos,Afid,Ewey","hebb",9,425170,"0.0-3.0-6.0","hdpy3r5xegau",3219,"Company Huluw suffers a data loss.","Huluw","suffers sth.",6809,2,"suffers sth.","Huluw",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,10,20,8.07713663853845,8.82614739914356,"hacker3","none","none",NA,"morning","2016-04-25",0,4
"803","employee","Olag,Zimob,Mewep,Itbob,Puvi,Awiz","hebb",10,463773,"0.0-3.0-7.0","hdpy3r5xegau",6012,"Employee Olag is assigned to project Zimob.","Olag","is assigned to",10111,3,"is assigned to","Olag","Zimob","Zimob","1",8,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.70167907103957,9.22147811638664,"employee1","none","none","none","morning","2016-04-25",0,4
"8031","employee","Olag,Zimob,Mewep,Itbob,Puvi,Awiz","hebb",10,463773,"0.0-3.0-7.0","hdpy3r5xegau",4262,"Project Zimob supports agenda of manager Mewep.","Zimob","supports sth. of",8827,3,"supports sth. of","Zimob","Mewep","Mewep","2",8,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.35772841676521,9.08568376737663,"employee2","none","none","none","morning","2016-04-25",0,4
"8032","employee","Olag,Zimob,Mewep,Itbob,Puvi,Awiz","hebb",10,463773,"0.0-3.0-7.0","hdpy3r5xegau",3296,"Manager Mewep gets a promotion.","Mewep","gets a promotion",4584,2,"gets a promotion","Mewep",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,10,20,8.10076824307173,8.43054538469057,"employee3","none","none",NA,"morning","2016-04-25",0,4
"804","espionage","Vipal,Uwit,Hize,Pide,Erok,Titho","hebb",11,518741,"0.0-3.0-8.0","hdpy3r5xegau",5496,"Country Vipal trains spy Uwit.","Vipal","trains",24492,3,"trains","Vipal","Uwit","Uwit","1",9,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.61195776786066,10.106142641423,"espionage1","none","none","none","morning","2016-04-25",0,5
"8041","espionage","Vipal,Uwit,Hize,Pide,Erok,Titho","hebb",11,518741,"0.0-3.0-8.0","hdpy3r5xegau",3776,"Spy Uwit is hired by Intelligence Agency of country Hize.","Uwit","instructs",10600,3,"is hired by sth. of","Uwit","Hize","Hize","2",9,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,10,20,8.23668532271246,9.2687036152731,"espionage2","order-syno","none","none","morning","2016-04-25",0,5
"8042","espionage","Vipal,Uwit,Hize,Pide,Erok,Titho","hebb",11,518741,"0.0-3.0-8.0","hdpy3r5xegau",4576,"Country Hize has its secrets stolen.","Hize","has sth. stolen",4523,2,"has sth. stolen","Hize",NA,NA,"3",9,TRUE,NA,TRUE,"analog",0,1,10,20,8.42879904065364,8.41715183723601,"espionage3","none","none",NA,"morning","2016-04-25",0,5
"805","mining","Igoth,Turow,Eyem,Yuxeh,Hoap,Ubug","hebb",12,590339,"0.0-3.0-9.0","hdpy3r5xegau",7325,"Mining company Igoth has a lot of resource Turow.","Igoth","starts brokering",28108,5,"has a lot of","Igoth","Turow","Turow","1",10,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,10,20,8.89918494333876,10.2438450887392,"mining1","order-syno","none","none","morning","2016-04-25",0,5
"8051","mining","Igoth,Turow,Eyem,Yuxeh,Hoap,Ubug","hebb",12,590339,"0.0-3.0-9.0","hdpy3r5xegau",5028,"Resource Turow is sparse in country Eyem.","Turow","is sparse in",21101,5,"is sparse in","Turow","Eyem","Eyem","2",10,TRUE,TRUE,TRUE,"filler",0,1,10,20,8.52297643617196,9.95712310170204,"mining2","none","none","none","morning","2016-04-25",0,5
"8052","mining","Igoth,Turow,Eyem,Yuxeh,Hoap,Ubug","hebb",12,590339,"0.0-3.0-9.0","hdpy3r5xegau",2135,"Country Eyem starts negotiating.","Eyem","starts negotiating",6390,2,"starts negotiating","Eyem",NA,NA,"3",10,TRUE,NA,TRUE,"filler",0,1,10,20,7.66669020008009,8.76264602965028,"mining3","none","none",NA,"morning","2016-04-25",0,5
"807","crusader","Ottha,Hosen,Afi,Eshbu,Enwi,Thyra","hebb",14,655292,"0.0-3.0-11.0","hdpy3r5xegau",7140,"Crusader group Ottha bought weapon Hosen.","Ottha","bought",14974,3,"bought","Ottha","Hosen","Hosen","1",12,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.87360810154911,9.61413742298365,"crusader1","none","none","none","morning","2016-04-25",0,6
"8071","crusader","Ottha,Hosen,Afi,Eshbu,Enwi,Thyra","hebb",14,655292,"0.0-3.0-11.0","hdpy3r5xegau",4177,"Weapon Hosen breaches the fortification of town Afi.","Hosen","breaches sth. of",9550,3,"breaches sth. of","Hosen","Afi","Afi","2",12,TRUE,TRUE,TRUE,"analog",0,1,10,20,8.33758794211651,9.16440114003474,"crusader2","none","none","none","morning","2016-04-25",0,6
"8072","crusader","Ottha,Hosen,Afi,Eshbu,Enwi,Thyra","hebb",14,655292,"0.0-3.0-11.0","hdpy3r5xegau",1856,"Town Afi is invaded.","Afi","is invaded",7962,2,"is invaded","Afi",NA,NA,"3",12,TRUE,NA,TRUE,"analog",0,1,10,20,7.52671756135271,8.98256109225744,"crusader3","none","none",NA,"morning","2016-04-25",0,6
