"","title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","first","overall_cor","uniqueStatement","relError","name1_error","name2_error","dayblock","date","stoIdx2","condStoIdx","primed","timeDragLog","variable","value","responseType","stoIdx2Z","condStoIdxZ","conditionZ","primedZ"
"1","farm","Zishu,Zimob,Saly,Potho,Afik,Vuloz","fillers","hebb",7,385839,"0.0-4.0-3.0","0p5lpvlclyr2",NA,"Farmer Zishu purchases machine Zimob.","Zishu","purchases",23328,4,"purchases","Zishu","Zimob","Zimob","1",5,0,1,"farm1","none","none","none","afternoon",NA,1,1,1,10.0574525008306,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"2","farm","Zishu,Zimob,Saly,Potho,Afik,Vuloz","fillers","hebb",7,385839,"0.0-4.0-3.0","0p5lpvlclyr2",NA,"Machine Zimob can collect fruit of plant Saly.","Zimob","can collect",15402,3,"can collect","Zimob","Saly","Saly","2",5,0,1,"farm2","none","none","none","afternoon",NA,1,1,1,9.64231757462446,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"3","farm","Zishu,Zimob,Saly,Potho,Afik,Vuloz","fillers","hebb",7,385839,"0.0-4.0-3.0","0p5lpvlclyr2",NA,"Plant Saly are harvested automatically.","Saly","are harvested automatically",10247,2,"are harvested automatically","Saly",NA,NA,"3",5,0,1,"farm3","none","none",NA,"afternoon",NA,1,1,1,9.23483784357657,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"4","employee","Diaf,Uyim,Lenik,Molash,Matmag,Igoth","fillers","hebb",8,436834,"0.0-4.0-4.0","0p5lpvlclyr2",NA,"Employee Diaf is assigned to project Uyim.","Diaf","is assigned to",19081,3,"is assigned to","Diaf","Uyim","Uyim","1",6,0,1,"employee1","none","none","none","afternoon",NA,2,2,0,9.85650076131179,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,0.999917324624719,-0.999917324624719
"5","employee","Diaf,Uyim,Lenik,Molash,Matmag,Igoth","fillers","hebb",8,436834,"0.0-4.0-4.0","0p5lpvlclyr2",NA,"Project Uyim supports agenda of manager Lenik.","Uyim","supports sth. of",11433,3,"supports sth. of","Uyim","Lenik","Lenik","2",6,0,1,"employee2","none","none","none","afternoon",NA,2,2,0,9.34434665182392,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,0.999917324624719,-0.999917324624719
"6","employee","Diaf,Uyim,Lenik,Molash,Matmag,Igoth","fillers","hebb",8,436834,"0.0-4.0-4.0","0p5lpvlclyr2",NA,"Manager Lenik gets a promotion.","Lenik","gets a promotion",9951,2,"gets a promotion","Lenik",NA,NA,"3",6,0,1,"employee3","none","none",NA,"afternoon",NA,2,2,0,9.20552881497896,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,0.999917324624719,-0.999917324624719
"7","lawyer","Mabi,Aid,Vivaf,Soav,Zidep,Awiz","analogues","hebb",9,496962,"0.0-4.0-5.0","0p5lpvlclyr2",NA,"Lawyer Mabi finds loophole Aid.","Aid","finds",28176,3,"finds","Mabi","Mabi","Aid","1",7,0,0.333333333333333,"lawyer1","none","intra-stat","intra-stat","afternoon",NA,3,1,1,10.2462613213044,"name1_cor",FALSE,"name",-1.01380573042968,-1.46372908506565,-0.999917324624719,0.999917324624719
"8","lawyer","Mabi,Aid,Vivaf,Soav,Zidep,Awiz","analogues","hebb",9,496962,"0.0-4.0-5.0","0p5lpvlclyr2",NA,"Loophole Aid bypasses contract of union Vivaf.","Mabi","bypasses sth. of",14076,3,"bypasses sth. of","Aid","Vivaf","Vivaf","2",7,0,0.666666666666667,"lawyer2","none","inter-stat","none","afternoon",NA,3,1,1,9.55229753882796,"name1_cor",FALSE,"name",-1.01380573042968,-1.46372908506565,-0.999917324624719,0.999917324624719
"9","lawyer","Mabi,Aid,Vivaf,Soav,Zidep,Awiz","analogues","hebb",9,496962,"0.0-4.0-5.0","0p5lpvlclyr2",NA,"Union Vivaf loses a lawsuit.","Vivaf","loses sth.",7359,2,"loses sth.","Vivaf",NA,NA,"3",7,0,1,"lawyer3","none","none",NA,"afternoon",NA,3,1,1,8.90381521172292,"name1_cor",TRUE,"name",-1.01380573042968,-1.46372908506565,-0.999917324624719,0.999917324624719
"10","fox","Pide,Vipal,Turow,Uvman,Dohod,Ohuy","analogues","hebb",10,558342,"0.0-4.0-6.0","0p5lpvlclyr2",NA,"Fox Pide digs tunnel Vipal.","Pide","digs",29284,3,"digs","Pide","Vipal","Vipal","1",8,0,1,"fox1","none","none","none","afternoon",NA,4,2,0,10.2848307185239,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,-0.999917324624719,-0.999917324624719
"11","fox","Pide,Vipal,Turow,Uvman,Dohod,Ohuy","analogues","hebb",10,558342,"0.0-4.0-6.0","0p5lpvlclyr2",NA,"Tunnel Vipal leads to coop of chicken Turow.","Vipal","leads to sth. of",13126,3,"leads to sth. of","Vipal","Turow","Turow","2",8,0,1,"fox2","none","none","none","afternoon",NA,4,2,0,9.48242645680341,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,-0.999917324624719,-0.999917324624719
"12","fox","Pide,Vipal,Turow,Uvman,Dohod,Ohuy","analogues","hebb",10,558342,"0.0-4.0-6.0","0p5lpvlclyr2",NA,"Chicken Turow is devoured.","Turow","is devoured",8430,3,"is devoured","Turow",NA,NA,"3",8,0,1,"fox3","none","none",NA,"afternoon",NA,4,2,0,9.03967066792268,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,-0.999917324624719,-0.999917324624719
"13","pump","Hoyl,Enmob,Huluw,Ewey,Olag,Hoap","fillers","hebb",11,610045,"0.0-4.0-7.0","0p5lpvlclyr2",NA,"Plumber Hoyl installs pump Enmob.","Hoyl","installs",21375,3,"installs","Hoyl","Enmob","Enmob","1",9,0,1,"pump1","none","none","none","afternoon",NA,5,3,1,9.97002407633637,"name1_cor",TRUE,"name",-0.434488170184149,-0.29274581701313,0.999917324624719,0.999917324624719
"14","pump","Hoyl,Enmob,Huluw,Ewey,Olag,Hoap","fillers","hebb",11,610045,"0.0-4.0-7.0","0p5lpvlclyr2",NA,"Pump Enmob sucks water from ground Huluw.","Enmob","sucks sth. from",12521,3,"sucks sth. from","Enmob","Huluw","Huluw","2",9,0,1,"pump2","none","none","none","afternoon",NA,5,3,1,9.43524237630526,"name1_cor",TRUE,"name",-0.434488170184149,-0.29274581701313,0.999917324624719,0.999917324624719
"15","pump","Hoyl,Enmob,Huluw,Ewey,Olag,Hoap","fillers","hebb",11,610045,"0.0-4.0-7.0","0p5lpvlclyr2",NA,"Ground Huluw dries up.","Huluw","dries up",7281,2,"dries up","Huluw",NA,NA,"3",9,0,1,"pump3","none","none",NA,"afternoon",NA,5,3,1,8.89316082873538,"name1_cor",TRUE,"name",-0.434488170184149,-0.29274581701313,0.999917324624719,0.999917324624719
"16","neighbor","Ahow,Assit,Ihab,Yoges,Ezol,Upum","fillers","hebb",12,681318,"0.0-4.0-8.0","0p5lpvlclyr2",NA,"Man Ahow takes care of cat Assit.","Ezol","takes care of",38192,3,"takes care of","Ahow","Assit","Assit","1",10,0,0.666666666666667,"neighbor1","none","other","none","afternoon",NA,6,4,0,10.5504075317298,"name1_cor",FALSE,"name",-0.144829390061383,0.29274581701313,0.999917324624719,-0.999917324624719
"17","neighbor","Ahow,Assit,Ihab,Yoges,Ezol,Upum","fillers","hebb",12,681318,"0.0-4.0-8.0","0p5lpvlclyr2",NA,"Cat Assit walks over the flowers of neighbor Ihab","Assit","walks over sth. of",14515,3,"walks over sth. of","Assit","Ihab","Ihab","2",10,0,1,"neighbor2","none","none","none","afternoon",NA,6,4,0,9.58300676833296,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,0.999917324624719,-0.999917324624719
"18","neighbor","Ahow,Assit,Ihab,Yoges,Ezol,Upum","fillers","hebb",12,681318,"0.0-4.0-8.0","0p5lpvlclyr2",NA,"Neighbor Ihab gets angry.","Ihab","gets angry",8039,2,"gets angry","Ihab",NA,NA,"3",10,0,1,"neighbor3","none","none",NA,"afternoon",NA,6,4,0,8.99218436217301,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,0.999917324624719,-0.999917324624719
"19","hacker","Orok,Dugoz,Olef,Mewep,Ottha,Itbob","analogues","hebb",13,733798,"0.0-4.0-9.0","0p5lpvlclyr2",NA,"Hacker Orok writes computer code Dugoz.","Olef","writes",19343,3,"writes","Orok","Orok","Dugoz","1",11,0,0.333333333333333,"hacker1","none","inter-stat","intra-stat","afternoon",NA,7,3,1,9.87013757285457,"name1_cor",FALSE,"name",0.144829390061383,-0.29274581701313,-0.999917324624719,0.999917324624719
"20","hacker","Orok,Dugoz,Olef,Mewep,Ottha,Itbob","analogues","hebb",13,733798,"0.0-4.0-9.0","0p5lpvlclyr2",NA,"Code Dugoz cracks the firewall of company Olef.","Orok","cracks sth. of",13440,3,"cracks sth. of","Dugoz","Olef","Olef","2",11,0,0.666666666666667,"hacker2","none","inter-stat","none","afternoon",NA,7,3,1,9.50606501607115,"name1_cor",FALSE,"name",0.144829390061383,-0.29274581701313,-0.999917324624719,0.999917324624719
"21","hacker","Orok,Dugoz,Olef,Mewep,Ottha,Itbob","analogues","hebb",13,733798,"0.0-4.0-9.0","0p5lpvlclyr2",NA,"Company Olef suffers a data loss.","Olef","suffers sth.",9167,2,"suffers sth.","Olef",NA,NA,"3",11,0,1,"hacker3","none","none",NA,"afternoon",NA,7,3,1,9.12347443895452,"name1_cor",TRUE,"name",0.144829390061383,-0.29274581701313,-0.999917324624719,0.999917324624719
"22","crusader","Hize,Reok,Felac,Newi,Evib,Eshbu","analogues","hebb",14,790005,"0.0-4.0-10.0","0p5lpvlclyr2",NA,"Crusader group Hize buys weapon Reok.","Hize","buys",23039,3,"buys","Hize","Reok","Reok","1",12,0,1,"crusader1","none","none","none","afternoon",NA,8,4,0,10.0449871148098,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,-0.999917324624719,-0.999917324624719
"23","crusader","Hize,Reok,Felac,Newi,Evib,Eshbu","analogues","hebb",14,790005,"0.0-4.0-10.0","0p5lpvlclyr2",NA,"Weapon Reok breaches the fortification of town Felac.","Reok","breaches sth. of",12566,3,"breaches sth. of","Reok","Felac","Felac","2",12,0,1,"crusader2","none","none","none","afternoon",NA,8,4,0,9.43882960961514,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,-0.999917324624719,-0.999917324624719
"24","crusader","Hize,Reok,Felac,Newi,Evib,Eshbu","analogues","hebb",14,790005,"0.0-4.0-10.0","0p5lpvlclyr2",NA,"Town Felac is invaded.","Felac","is invaded",10078,2,"is invaded","Felac",NA,NA,"3",12,0,1,"crusader3","none","none",NA,"afternoon",NA,8,4,0,9.21820933035488,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,-0.999917324624719,-0.999917324624719
"25","mining","Yuxeh,Owmi,Uwit,Pobat,Thygef,Wehif","fillers","hebb",17,1002914,"0.0-4.0-13.0","0p5lpvlclyr2",NA,"Mining company Yuxeh has a lot of resource Owmi.","Yuxeh","has a lot of",24242,3,"has a lot of","Yuxeh","Owmi","Owmi","1",15,0,1,"mining1","none","none","none","afternoon",NA,9,5,1,10.0958831949016,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,0.999917324624719,0.999917324624719
"26","mining","Yuxeh,Owmi,Uwit,Pobat,Thygef,Wehif","fillers","hebb",17,1002914,"0.0-4.0-13.0","0p5lpvlclyr2",NA,"Resource Owmi is sparse in country Uwit.","Owmi","is sparse in",16096,3,"is sparse in","Owmi","Uwit","Uwit","2",15,0,1,"mining2","none","none","none","afternoon",NA,9,5,1,9.68638819820623,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,0.999917324624719,0.999917324624719
"27","mining","Yuxeh,Owmi,Uwit,Pobat,Thygef,Wehif","fillers","hebb",17,1002914,"0.0-4.0-13.0","0p5lpvlclyr2",NA,"Country Uwit starts negotiating.","Uwit","starts negotiating",12074,3,"starts negotiating","Uwit",NA,NA,"3",15,0,1,"mining3","none","none",NA,"afternoon",NA,9,5,1,9.39889247852077,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,0.999917324624719,0.999917324624719
"28","storm","Henu,Meuf,Pishi,Roze,Thyra,Owih","fillers","hebb",18,1058736,"0.0-4.0-14.0","0p5lpvlclyr2",NA,"Storm Henu hits tree Meuf.","Henu","hits",21423,3,"hits","Henu","Meuf","Meuf","1",16,0,1,"storm1","none","none","none","afternoon",NA,10,6,0,9.97226706793095,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,0.999917324624719,-0.999917324624719
"29","storm","Henu,Meuf,Pishi,Roze,Thyra,Owih","fillers","hebb",18,1058736,"0.0-4.0-14.0","0p5lpvlclyr2",NA,"Tree Meuf falls on trail of route Pishi.","Meuf","falls on",11873,3,"falls on","Meuf","Pishi","Pishi","2",16,0,1,"storm2","none","none","none","afternoon",NA,10,6,0,9.38210641483062,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,0.999917324624719,-0.999917324624719
"30","storm","Henu,Meuf,Pishi,Roze,Thyra,Owih","fillers","hebb",18,1058736,"0.0-4.0-14.0","0p5lpvlclyr2",NA,"Route Pishi is blocked.","Pishi","is blocked",12001,2,"is blocked","Pishi",NA,NA,"3",16,0,1,"storm3","none","none",NA,"afternoon",NA,10,6,0,9.39282858154946,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,0.999917324624719,-0.999917324624719
"31","bacteria","Eefar,Eyem,Epnux,Upno,Eshov,Hosen","analogues","hebb",19,1123216,"0.0-4.0-15.0","0p5lpvlclyr2",NA,"Bacteria Eefar emits enzyme Eyem.","Eefar","emits",21846,3,"emits","Eefar","Eyem","Eyem","1",17,0,1,"bacteria1","none","none","none","afternoon",NA,11,5,1,9.99181889132609,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,-0.999917324624719,0.999917324624719
"32","bacteria","Eefar,Eyem,Epnux,Upno,Eshov,Hosen","analogues","hebb",19,1123216,"0.0-4.0-15.0","0p5lpvlclyr2",NA,"Enzyme Eyem dissolves the membrane of organ Epnux.","Eyem","dissolves sth. of",20661,3,"dissolves sth. of","Eyem","Upno","Epnux","2",17,0,0.666666666666667,"bacteria2","none","none","other","afternoon",NA,11,5,1,9.93605154340939,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,-0.999917324624719,0.999917324624719
"33","bacteria","Eefar,Eyem,Epnux,Upno,Eshov,Hosen","analogues","hebb",19,1123216,"0.0-4.0-15.0","0p5lpvlclyr2",NA,"Organ Epnux fails.","Upno","fails",11444,3,"fails","Epnux",NA,NA,"3",17,0,0.5,"bacteria3","none","other",NA,"afternoon",NA,11,5,1,9.34530823238667,"name1_cor",FALSE,"name",1.30346451055245,0.878237451039389,-0.999917324624719,0.999917324624719
"34","robber","Niem,Rothuk,Ofpoz,Zugew,Lyde,Thuha","analogues","hebb",20,1180444,"0.0-4.0-16.0","0p5lpvlclyr2",NA,"Criminal Niem learns about security issue Rothuk.","Niem","learns about",20733,3,"learns about","Niem","Rothuk","Rothuk","1",18,0,1,"robber1","none","none","none","afternoon",NA,12,6,0,9.93953014388306,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,-0.999917324624719,-0.999917324624719
"35","robber","Niem,Rothuk,Ofpoz,Zugew,Lyde,Thuha","analogues","hebb",20,1180444,"0.0-4.0-16.0","0p5lpvlclyr2",NA,"Security issue Rothuk suspends alarm system of museum Ofpoz.","Rothuk","suspends sth. of",12735,3,"suspends sth. of","Rothuk","Ofpoz","Ofpoz","2",18,0,1,"robber2","none","none","none","afternoon",NA,12,6,0,9.45218790808416,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,-0.999917324624719,-0.999917324624719
"36","robber","Niem,Rothuk,Ofpoz,Zugew,Lyde,Thuha","analogues","hebb",20,1180444,"0.0-4.0-16.0","0p5lpvlclyr2",NA,"Museum Ofpoz gets robbed.","Ofpoz","gets robbed",13221,2,"gets robbed","Ofpoz",NA,NA,"3",18,0,1,"robber3","none","none",NA,"afternoon",NA,12,6,0,9.48963738789352,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,-0.999917324624719,-0.999917324624719
"37","robber","Fozeh,Henu,Ena,Ewey,Diaf,Vilux","analogues","hebb",7,4673563,"0.0-4.0-3.0","0q6p85jkrtr8",NA,"Criminal Fozeh learns about security issue Henu.","Henu","finds out about",52682,3,"learns about","Fozeh","Ena","Henu","1",5,0,0,"robber1","syno","intra-stat","inter-stat","afternoon",NA,1,1,1,10.872048101844,"name1_cor",FALSE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"38","robber","Fozeh,Henu,Ena,Ewey,Diaf,Vilux","analogues","hebb",7,4673563,"0.0-4.0-3.0","0q6p85jkrtr8",NA,"Security issue Henu suspends alarm system of museum Ena.","Fozeh","is hijacked",12947,3,"suspends sth. of","Henu","Ena","Ena","2",5,0,0.333333333333333,"robber2","order-grasyn","inter-stat","none","afternoon",NA,1,1,1,9.46869661504613,"name1_cor",FALSE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"39","robber","Fozeh,Henu,Ena,Ewey,Diaf,Vilux","analogues","hebb",7,4673563,"0.0-4.0-3.0","0q6p85jkrtr8",NA,"Museum Ena gets robbed.","Ena","gets robbed",9050,2,"gets robbed","Ena",NA,NA,"3",5,0,1,"robber3","none","none",NA,"afternoon",NA,1,1,1,9.11063052782717,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"40","fox","Avyth,Evib,Felac,Niem,Romap,Hoap","analogues","hebb",8,4745682,"0.0-4.0-4.0","0q6p85jkrtr8",NA,"Fox Avyth digs tunnel Evib.","Evib","wants",23535,3,"digs","Avyth","Felac","Evib","1",6,0,0,"fox1","grasyn","intra-stat","inter-stat","afternoon",NA,2,2,0,10.0662864428412,"name1_cor",FALSE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"41","fox","Avyth,Evib,Felac,Niem,Romap,Hoap","analogues","hebb",8,4745682,"0.0-4.0-4.0","0q6p85jkrtr8",NA,"Tunnel Evib leads to coop of chicken Felac.","Felac","digs",12504,3,"leads to sth. of","Evib","Evib","Felac","2",6,0,0,"fox2","order","intra-stat","intra-stat","afternoon",NA,2,2,0,9.43388384331172,"name1_cor",FALSE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"42","fox","Avyth,Evib,Felac,Niem,Romap,Hoap","analogues","hebb",8,4745682,"0.0-4.0-4.0","0q6p85jkrtr8",NA,"Chicken Felac is devoured.","Felac","is devoured",25548,2,"is devoured","Felac",NA,NA,"3",6,0,1,"fox3","none","none",NA,"afternoon",NA,2,2,0,10.1483534559227,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"43","employee","Rove,Afi,Pobat,Igoth,Mawi,Ilres","fillers","hebb",9,4788388,"0.0-4.0-5.0","0q6p85jkrtr8",NA,"Employee Rove is assigned to project Afi.","Rove","is assigned to",8000,3,"is assigned to","Rove","Pobat","Afi","1",7,0,0.666666666666667,"employee1","none","none","inter-stat","afternoon",NA,3,1,1,8.98732181285012,"name1_cor",TRUE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"44","employee","Rove,Afi,Pobat,Igoth,Mawi,Ilres","fillers","hebb",9,4788388,"0.0-4.0-5.0","0q6p85jkrtr8",NA,"Project Afi supports agenda of manager Pobat.","Rove","is assigned to",14433,3,"supports sth. of","Afi","Afi","Pobat","2",7,0,0,"employee2","order","inter-stat","intra-stat","afternoon",NA,3,1,1,9.57734181363222,"name1_cor",FALSE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"45","employee","Rove,Afi,Pobat,Igoth,Mawi,Ilres","fillers","hebb",9,4788388,"0.0-4.0-5.0","0q6p85jkrtr8",NA,"Manager Pobat gets a promotion.","Afi","gets a promotion",9730,3,"gets a promotion","Pobat",NA,NA,"3",7,0,0.5,"employee3","none","inter-stat",NA,"afternoon",NA,3,1,1,9.18307194482199,"name1_cor",FALSE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"46","farm","Hoyl,Uyim,Zidep,Misug,Gelyp,Ribi","fillers","hebb",10,4887287,"0.0-4.0-6.0","0q6p85jkrtr8",NA,"Farmer Hoyl purchases machine Uyim.","Ribi","purchases",16233,4,"purchases","Hoyl","Uyim","Uyim","1",8,0,0.666666666666667,"farm1","none","other","none","afternoon",NA,4,2,0,9.69486308732112,"name1_cor",FALSE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"47","farm","Hoyl,Uyim,Zidep,Misug,Gelyp,Ribi","fillers","hebb",10,4887287,"0.0-4.0-6.0","0q6p85jkrtr8",NA,"Machine Uyim can collect fruit of plant Zidep.","Uyim","purchases",13584,3,"can collect","Uyim","Ribi","Zidep","2",8,0,0.333333333333333,"farm2","order","none","other","afternoon",NA,4,2,0,9.51672152186045,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"48","farm","Hoyl,Uyim,Zidep,Misug,Gelyp,Ribi","fillers","hebb",10,4887287,"0.0-4.0-6.0","0q6p85jkrtr8",NA,"Plant Zidep are harvested automatically.","Ribi","are harvested automatically",58529,2,"are harvested automatically","Zidep",NA,NA,"3",8,0,0.5,"farm3","none","other",NA,"afternoon",NA,4,2,0,10.9772947222853,"name1_cor",FALSE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"49","lawyer","Mabi,Ezol,Eshov,Awiz,Orok,Thuha","analogues","hebb",11,4945854,"0.0-4.0-7.0","0q6p85jkrtr8",NA,"Lawyer Mabi finds loophole Ezol.","Eshov","finds",15680,3,"finds","Mabi","Mabi","Ezol","1",9,0,0.333333333333333,"lawyer1","none","inter-stat","intra-stat","afternoon",NA,5,3,1,9.66020506738103,"name1_cor",FALSE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"50","lawyer","Mabi,Ezol,Eshov,Awiz,Orok,Thuha","analogues","hebb",11,4945854,"0.0-4.0-7.0","0q6p85jkrtr8",NA,"Loophole Ezol bypasses contract of union Eshov.","Eshov","bypasses sth. of",22867,3,"bypasses sth. of","Ezol","Ezol","Eshov","2",9,0,0.333333333333333,"lawyer2","none","intra-stat","intra-stat","afternoon",NA,5,3,1,10.0374938323839,"name1_cor",FALSE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"51","lawyer","Mabi,Ezol,Eshov,Awiz,Orok,Thuha","analogues","hebb",11,4945854,"0.0-4.0-7.0","0q6p85jkrtr8",NA,"Union Eshov loses a lawsuit.","Ezol","loses sth.",9501,2,"loses sth.","Eshov",NA,NA,"3",9,0,0.5,"lawyer3","none","inter-stat",NA,"afternoon",NA,5,3,1,9.15925758174687,"name1_cor",FALSE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"52","hacker","Puvi,Eefar,Goxos,Thygef,Ofes,Potho","analogues","hebb",12,4994285,"0.0-4.0-8.0","0q6p85jkrtr8",NA,"Hacker Puvi writes computer code Eefar.","Ofes","cracks sth. of",17918,3,"writes","Puvi","Eefar","Eefar","1",10,0,0.333333333333333,"hacker1","order","other","none","afternoon",NA,6,4,0,9.79361688140042,"name1_cor",FALSE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"53","hacker","Puvi,Eefar,Goxos,Thygef,Ofes,Potho","analogues","hebb",12,4994285,"0.0-4.0-8.0","0q6p85jkrtr8",NA,"Code Eefar cracks the firewall of company Goxos.","Eefar","leaks sth.",8717,3,"cracks sth. of","Eefar","Puvi","Goxos","2",10,0,0.333333333333333,"hacker2","order-syno","none","inter-stat","afternoon",NA,6,4,0,9.07314513279834,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"54","hacker","Puvi,Eefar,Goxos,Thygef,Ofes,Potho","analogues","hebb",12,4994285,"0.0-4.0-8.0","0q6p85jkrtr8",NA,"Company Goxos suffers a data loss.","Eefar","cracks sth. of",11251,3,"suffers sth.","Goxos",NA,NA,"3",10,0,0,"hacker3","order","inter-stat",NA,"afternoon",NA,6,4,0,9.32830116960975,"name1_cor",FALSE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"55","pump","Assit,Wecin,Soav,Eyem,Upno,Adjo","fillers","hebb",13,5034388,"0.0-4.0-9.0","0q6p85jkrtr8",NA,"Plumber Assit installs pump Wecin.","Assit","sucks sth. from",10117,3,"installs","Assit","Soav","Wecin","1",11,0,0.333333333333333,"pump1","order","none","inter-stat","afternoon",NA,7,3,1,9.22207129485188,"name1_cor",TRUE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"56","pump","Assit,Wecin,Soav,Eyem,Upno,Adjo","fillers","hebb",13,5034388,"0.0-4.0-9.0","0q6p85jkrtr8",NA,"Pump Wecin sucks water from ground Soav.","Soav","dries up",10444,3,"sucks sth. from","Wecin","Wecin","Soav","2",11,0,0,"pump2","order","intra-stat","intra-stat","afternoon",NA,7,3,1,9.25387867399067,"name1_cor",FALSE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"57","pump","Assit,Wecin,Soav,Eyem,Upno,Adjo","fillers","hebb",13,5034388,"0.0-4.0-9.0","0q6p85jkrtr8",NA,"Ground Soav dries up.","Wecin","sucks sth. from",8988,2,"dries up","Soav",NA,NA,"3",11,0,0,"pump3","order","inter-stat",NA,"afternoon",NA,7,3,1,9.1037568865734,"name1_cor",FALSE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"58","storm","Titho,Lyde,Ubug,Ohan,Yoges,Thusoth","fillers","hebb",14,5157211,"0.0-4.0-10.0","0q6p85jkrtr8",NA,"Storm Titho hits tree Lyde.","Titho","hits",13303,3,"hits","Titho","Lyde","Lyde","1",12,0,1,"storm1","none","none","none","afternoon",NA,8,4,0,9.49582002087276,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
"59","storm","Titho,Lyde,Ubug,Ohan,Yoges,Thusoth","fillers","hebb",14,5157211,"0.0-4.0-10.0","0q6p85jkrtr8",NA,"Tree Lyde falls on trail of route Ubug.","Lyde","falls on",16286,3,"falls on","Lyde","Yoges","Ubug","2",12,0,0.666666666666667,"storm2","none","none","other","afternoon",NA,8,4,0,9.69812252257356,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
"60","storm","Titho,Lyde,Ubug,Ohan,Yoges,Thusoth","fillers","hebb",14,5157211,"0.0-4.0-10.0","0q6p85jkrtr8",NA,"Route Ubug is blocked.","Lyde","is blocked",82678,2,"is blocked","Ubug",NA,NA,"3",12,0,0.5,"storm3","none","inter-stat",NA,"afternoon",NA,8,4,0,11.3227209188991,"name1_cor",FALSE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
